Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"عيدان, نصر محمد; ",دور اساليب المحاسبة الادارية الحديثة في ترشيد الانفاق الحكومي - دراسة تطبيقية في دوائر محافظة نينوى,,,,,2024,الجامعة الامريكية للعلوم والتكنلوجيا
